Word,Pronunciation
เฉลย,t͡ɕʰeːloj
สารตรา,saːntraː
ยาชา,jaːt͡ɕʰaː
หมายความ,hamaːjkʰwaːm
หักหลัง,hakhalaŋ
ซูดาน,suːdaːn
หลบ,halob
เกรเนดา,keːnneːdaː
ศิวะ,siwaʔ
กระปุกหมู,krapukhamuː
ทางเลือก,tʰaːŋlɯːa̯k
อัลกอริทึม,ʔankɔːritʰɯm
ขัดขืน,kʰatkʰɯːn
กะ,kaʔ
ศารท,saːrot
ทวีคูณ,tʰawiːkʰuːn
จมูก,t͡ɕamuːk
สกรรมกริยา,sokraromkrijaː
อธิกมาส,ɔːtʰikmaːt
ศักดิ,sakdiʔ
คิด,kʰit
ประมาท,pramaːt
กริยา,krijaː
ประหารชีวิต,prahaːnt͡ɕʰiːwit
ภาวะ,pʰaːwaʔ
ลูกคำ,luːkkʰam
การฝึกหัด,kaːnfɯkahat
ทา,tʰaː
ไฟจราจร,fajt͡ɕaraːt͡ɕon
ยาน,jaːn
มกร,makon
รัฐประหาร,ratprahaːn
โมฆีย,moːkʰiːj
การระดม,kaːnradom
เทคบอล,tʰeːkbɔːn
กระโชก,krat͡ɕʰoːk
มองหา,mɔːŋhaː
ทรงพระกรุณา,tʰonŋopʰrakrunaː
เพียร,pʰiːa̯n
เบญจเพศ,beːjt͡ɕapʰeːt
เอกมัย,ʔeːkmaj
ศาลรัฐธรรมนูญ,saːnratʰotraromnuːj
ติดดิน,titdin
ทับถม,tʰabtʰom
เรคยาวิก,reːkjaːwik
บุพโพ,buppʰoː
อัฐ,ʔat
เขา,kʰeːaː
วงกลม,woŋklom
ไชย,t͡ɕʰaj
ทายาท,tʰaːjaːt
กระดุม,kradum
ตำรวจ,tamrawot
ขวิด,kʰwit
หลุมดำ,halumdam
กอบ,kɔːb
ลุ,luʔ
รูปเคารพ,ruːpkʰeːaːrop
โรงพัก,roːŋpʰak
แปด,pɛːt
เชิดชู,t͡ɕʰɤtt͡ɕʰuː
เรือ,rɯːa̯
คลาน,kʰlaːn
กาลเทศะ,kaːntʰeːsaʔ
แทนทาลัม,tʰɛːntʰaːlam
ทุรกันดาร,tʰunkanadaːn
โหราธิบดี,hoːraːtʰibdiː
สายตา,saːjtaː
ทุเลา,tʰuleːaː
อารทรา,ʔaːntʰraː
แอสทาทีน,ʔɛːttʰaːtʰiːn
โอรส,ʔoːrot
แอบอิง,ʔɛːbʔiŋ
ยมโลก,jomloːk
โรคบิด,roːkbit
ญ,jaʔ
กระดูกสะบัก,kraduːksabak
ฟลูออรีน,faluːʔɔːriːn
เดน,deːn
โสเภณี,soːpʰeːniː
ทีปังกร,tʰiːpaŋkon
แปรง,pɛːroŋ
โกศ,koːt
นิบาต,nibaːt
โฟโตชอป,foːtoːt͡ɕʰɔːp
กฎหมายมหาชน,kothamaːjmahaːt͡ɕʰon
ชาวเขา,t͡ɕʰaːwkʰeːaː
ลูบ,luːb
คริสเตียน,kʰrittiːa̯n
อหิวาตกโรค,ɔːhiwaːtkroːk
อมาตยาธิปไตย,ɔːmaːtjaːtʰiptaj
สัทอักษรสากล,satʔakotrasaːkon
ยูดาย,juːdaːj
เมียนมา,miːa̯nmaː
โตโก,toːkoː
โซล,soːn
หลุดมือ,halutmɯːɔː
นอ,nɔː
กำเริบ,kamrɤb
จับ,t͡ɕab
แฟรนเซียม,fɛːnnasiːa̯m
ความซวย,kʰwaːmsawoj
มาลาวี,maːlaːwiː
ยาเสพติด,jaːseːptit
วีระกรรม,wiːrakrarom
ถังดับเพลิง,tʰaŋdabapʰeːliŋ
เสาธง,seːaːtʰoŋ
คลับ,kʰlab
เสียตัว,siːa̯tuːa̯
สินบน,sinbon
สมาคม,samaːkʰom
ทส,tʰot
จุด,t͡ɕut
ชีวประวัติ,t͡ɕʰiːwprawatiʔ
โภชนาการ,pʰoːtnaːkaːn
ชนวน,t͡ɕʰonwon
อนุกรมวิธาน,ɔːnukramawitʰaːn
มัสสุ,matsuʔ
พนักงาน,pʰanakŋaːn
นักษัตรบดี,naksatonbadiː
ทอน,tʰɔːn
อิเควทอเรียลกินี,ʔikʰeːwtʰɔːriːa̯nkiniː
ทัพเรือ,tʰaprɯːa̯
ปรับปรุง,prabpruŋ
ความสมเหตุสมผล,kʰwaːmsamaheːtutmapʰon
บอตสวานา,bɔːtsawaːnaː
ฟอด,fɔːt
แหงน,hɛːŋon
เถอะ,tʰeːʔaʔ
วิญญาณ,wijjaːn
การเวก,kaːnweːk
ยิปซี,jipsiː
ประสูติ,prasuːtiʔ
พนมเปญ,pʰonmapeːj
พงศาวดาร,pʰoŋsaːwadaːn
เปลือก,peːlɯːɔːk
บาป,baːp
พาลาเดียม,pʰaːlaːdiːa̯m
ชีวนิเวศ,t͡ɕʰiːwniweːt
ทัศนาจร,tʰatnaːt͡ɕon
ถ,tʰaʔ
ทอดมัน,tʰɔːtman
ยิม,jim
ศรัทธา,sarattʰaː
มิวนิก,miwnik
ตุหรุด,tuhrut
ศฤงคาร,sarʉŋakʰaːn
มอง,mɔːŋ
เอกรรถประโยค,ʔeːkrarotprajoːk
ขุม,kʰum
หัวหอม,huːa̯hɔːm
มา,maː
บางคน,baːŋkʰon
ประมวล,pramwon
บถ,bot
คุก,kʰuk
คืบ,kʰɯːb
ขนอุย,kʰonʔuj
เจียระไน,t͡ɕiːa̯ranaj
ฅ,kʰaʔ
คช,kʰot
แอบ,ʔɛːb
แมลงชีปะขาว,mɛːnŋat͡ɕʰiːpakʰaːw
โคโซโว,kʰoːsoːwoː
กรกฎาคม,konkadaːkʰom
แมลงปอ,mɛːnŋapɔː
ตัก,tak
ระเหิด,rahɤt
แซลมอน,sɛːnmɔːn
เรือน,rɯːa̯n
อุรุกวัย,ʔurukwaj
วิลันดา,wilandaː
ประสาน,prasaːn
กงกาง,koŋkaːŋ
ประกันชีวิต,prakant͡ɕʰiːwit
รอบคอบ,rɔːbkʰɔːb
อภิปราย,ɔːpʰipraːj
จอมบงการ,t͡ɕɔːmbaŋakaːn
กระดานหก,kradaːnhok
ปาง,paːŋ
สถานกงสุล,satʰaːnkaŋasun
ติดหู,tithuː
แรม,rɛːm
แคม,kʰɛːm
ย,jaʔ
ซอส,sɔːt
โภค,pʰoːk
สงครามกลางเมือง,soŋkʰraːmklaːŋmɯːa̯ŋ
คันจิ,kʰant͡ɕiʔ
แวน,wɛːn
พายุ,pʰaːjuʔ
พหุ,pʰahuʔ
โมกษะ,moːksaʔ
คุณพระ,kʰunpʰraʔ
ราคา,raːkʰaː
ศิริ,siriʔ
ปรารถนา,praːntʰanaː
เทศบาล,tʰeːtbaːn
คนรัก,kʰonrak
สภาขุนนาง,sapʰaːkʰunnaːŋ
นักการตลาด,nakkaːrotlaːt
สเปน,sapeːn
ตอน,tɔːn
แยแส,jɛːsɛː
การขุด,kaːnkʰut
เสือดำ,sɯːa̯dam
คำนึง,kʰamnɯŋ
อดีต,ɔːdiːt
กำหนัด,kamhanat
นักอุตุนิยม,nakʔutunijom
ใบรับของ,bajrabkʰɔːŋ
ค,kʰaʔ
สุญญากาศ,sujjaːkaːt
พุทธศก,pʰuttʰasok
รัฐบรรณาการ,ratbaronnaːkaːn
มรณบัตร,monnabaton
ลูกหลง,luːkhaloŋ
ชลูกา,t͡ɕʰaluːkaː
เอา,ʔeːaː
ดาวแคระแดง,daːwkʰɛːradɛːŋ
โพแทสเซียม,pʰoːtʰɛːtsiːa̯m
กรรม,konrom
ภัจ,pʰat
ผับ,pʰab
อาบูจา,ʔaːbuːt͡ɕaː
ง,ŋaʔ
การประหาร,kaːnprahaːn
ยุโรปกลาง,juroːpklaːŋ
ตลับดินสอ,talabdinasɔː
ตะพด,tapʰot
หลาว,halaːw
หลา,halaː
จับ,t͡ɕab
คาตากานะ,kʰaːtaːkaːnaʔ
บาน,baːn
ชิบหาย,t͡ɕʰibhaːj
อุทาน,ʔutʰaːn
ตะโพน,tapʰoːn
บลัชออน,balatʔɔːn
ลำไย,lamjaj
กรัม,kram
ตะไกร,takajraʔ
รำ,ram
ลงตัว,loŋtuːa̯
ฟันหัวแบะ,fanhuːa̯bɛʔ
เหลิง,heːliŋ
มาน,maːn
ดึก,dɯk
พลากร,pʰlaːkon
พัฒน,pʰatʰon
ภูบดี,pʰuːbdiː
ธาตุ,tʰaːtuʔ
ปาเลา,paːleːaː
กลองทัด,klɔːŋtʰat
โพรโทแอกทิเนียม,pʰoːntʰoːʔɛːktʰiniːa̯m
คลุก,kʰluk
แตรรถ,tɛːnrot
งับ,ŋab
ลอง,lɔːŋ
คงตัว,kʰoŋtuːa̯
พลี,pʰliː
ยูกลีนา,juːkliːnaː
ลัทธิสตาลิน,lattʰisataːlin
บรมนาถบพิตร,bonmanaːtbapʰiton
หวาดกลัว,hawaːtkluːa̯
ภาคตัดกรวย,pʰaːktadokrawoj
ติดสัด,titsat
กับระเบิด,kabrabɤt
ภิกษุ,pʰiksuʔ
กำจัด,kamt͡ɕat
โกรธเคือง,koːntʰakʰɯːa̯ŋ
จุลภาค,t͡ɕunpʰaːk
เชือด,t͡ɕʰɯːa̯t
ปลายาว,plaːjaːw
ลำดับ,lamdab
กาก,kaːk
วลัย,walaj
ดาวตก,daːwtok
มิค,mik
ปัญหา,pajhaː
ระ,raʔ
หญัว,hajuːa̯
ทาส,tʰaːt
ปิงปอง,piŋpɔːŋ
เนรเทศ,neːntʰeːt
เกียรติ,kiːa̯ntiʔ
ประธาน,pratʰaːn
ดูกร,duːkon
เจิม,t͡ɕɤm
ซัปโปโระ,sappoːroʔ
อุปสรรค,ʔupsararok
อิสตันบูล,ʔittanabuːn
และ,lɛʔ
สัปดศก,sapdasok
กัด,kat
โลกเสรี,loːkseːriː
เปรียบ,peːriːjob
ยอดเขา,jɔːtkʰeːaː
เค,kʰeː
ตำ,tam
คันเหยียบ,kʰanheːjiːjob
ซาราวัก,saːraːwak
ภูมิลำเนา,pʰuːmilamneːaː
เพกาซัส,pʰeːkaːsat
แมงกานีส,mɛːŋkaːniːt
พลับ,pʰlab
สุมิตรา,sumitraː
ไฮดรา,hajdaraː
โดนัต,doːnat
ก,kaʔ
ไทยเหนือ,tʰajheːnɯːɔː
ธงชัย,tʰoŋt͡ɕʰaj
ซีเรียส,siːriːa̯t
วรรค,wonrok
ลดราคา,lotraːkʰaː
ชำระ,t͡ɕʰamraʔ
ฅืน,kʰɯːn
คริสตธรรม,kʰrittatʰonrom
มิลลิกรัม,minlikram
จิมิ,t͡ɕimiʔ
หับ,hab
ตกเขียว,tokkʰiːa̯w
ความคิด,kʰwaːmkʰit
ฮาวานา,haːwaːnaː
แองกวิลลา,ʔɛːŋkwinlaː
งม,ŋom
หินอัคนี,hinʔakʰaniː
กระทรวง,kratrawoŋ
ซิป,sip
ศัลยกรรมเสริมสวย,sanjakonramaseːrimsawoj
ออกกำลังกาย,ʔɔːkkamlaŋkaːj
ฮิระงะนะ,hiraŋanaʔ
ตุง,tuŋ
ชาย,t͡ɕʰaːj
แสงวาบรังสีแกมมา,sɛːŋwaːbaraŋsiːkɛːmmaː
สีมา,siːmaː
ลำดับความสำคัญ,lamdabkʰwaːmsamkʰaj
สันดาบ,sandaːb
เสรี,seːriː
แกน,kɛːn
หมด,hamot
ปัจฉิม,patt͡ɕʰim
แรม,rɛːm
การงัด,kaːnŋat
หมอน,hamɔːn
เหงือก,heːŋɯːɔːk
สัมผัส,sampʰat
เรเดียม,reːdiːa̯m
ฆาต,kʰaːt
การนิพพาน,kaːnnipʰapʰaːn
ที,tʰiː
วิชาชีพ,wit͡ɕʰaːt͡ɕʰiːp
แหม,hɛːm
อบ,ɔːb
มะยม,majom
นายงาน,naːjŋaːn
นักไวโอลิน,nakwajʔoːlin
หมดลม,homdalom
ปู,puː
เวรัมพวาต,weːrampʰawaːt
วาตภัย,waːtpʰaj
อธิปไตย,ɔːtʰiptaj
สุเมธ,sumeːt
โฉบ,t͡ɕʰoːb
ตกลง,tokloŋ
เคยชิน,kʰeːjt͡ɕʰin
ประวัติการ,prawatikaːn
ภายนอก,pʰaːjnɔːk
เถรวาท,tʰeːnwaːt
สิทธิบัตร,sittʰibaton
ติรัจฉาน,tiratt͡ɕʰaːn
ฉก,t͡ɕʰok
การถลอก,kaːntʰalɔːk
สุไหงปาดี,suhajŋapaːdiː
กระดูก,kraduːk
การขำ,kaːnkʰam
วิภาค,wipʰaːk
พยานบุคคล,pʰajaːnbukʰakʰon
สาระ,saːraʔ
บทเรียน,botriːa̯n
ศูทร,suːtʰon
ยูโรเพียม,juːroːpʰiːa̯m
เสียหาย,siːa̯haːj
สโมสร,samoːson
เยซู,jeːsuː
การบริบาล,kaːnbaribaːn
โรง,roːŋ
วงดนตรี,woŋdanotriː
ฐ,tʰaʔ
บุตรชาย,butrat͡ɕʰaːj
กีดขวาง,kiːtkʰwaːŋ
ทัด,tʰat
แปรปรวน,pɛːnprawon
วิด,wit
ไผท,pʰajtʰaʔ
เละเทะ,letʰeʔ
นิโกร,nikoːn
อนุภาค,ɔːnupʰaːk
อัตตาธิปไตย,ʔattaːtʰiptaj
ฝนกรด,fonkrot
การหมุน,kaːnhamun
มหาลัย,mahaːlaj
พิธี,pʰitʰiː
อุดร,ʔudon
กำยาน,kamjaːn
ปราก,praːk
สมุทรปราการ,samutropraːkaːn
โรฮิงญา,roːhiŋjaː
อวน,ɔːwon
การกะ,kaːnkaʔ
หัดเยอรมัน,hatjɤːraman
พอใจ,pʰɔːt͡ɕaj
เกียน,kiːa̯n
มิลลิลิตร,minliliton
คฑา,kʰatʰaː
โมฆะบุรุษ,moːkʰaburut
พาท,pʰaːt
ขวด,kʰwot
ปีก,piːk
การระบาด,kaːnrabaːt
รูปภาพ,ruːppʰaːp
กลวิธี,konwitʰiː
เปราะ,peːraːaʔ
ตักบาตร,takbaːton
ฝันดี,fandiː
ขัดใจ,kʰatt͡ɕaj
โสษ,soːt
ทาย,tʰaːj
เละ,leʔ
บาน,baːn
ดอกทอง,dɔːktʰɔːŋ
โบโนโบ,boːnoːboː
กากี,kaːkiː
ศิลปิน,sinpin
สตรีนิยม,sotriːnijom
มณฑล,montʰon
โพรมีเทียม,pʰoːnmiːtʰiːa̯m
กรีด,kriːt
สถาน,satʰaːn
กะเรียน,kariːa̯n
สายา,saːjaː
อะลาดิน,ʔalaːdin
ความสามัคคี,kʰwaːmsaːmakkʰiː
แจกัน,t͡ɕɛːkan
โมกาดิชู,moːkaːdit͡ɕʰuː
หัวโปก,huːa̯poːk
ปฏิเสธ,patiseːt
เคเบิล,kʰeːbɤn
พรรดึก,pʰonradɯk
นิรโทษกรรม,nintʰoːsokrarom
การผูกขาด,kaːnpʰuːkakʰaːt
กะทัดรัด,katʰatrat
โบ,boː
แบบแผน,bɛːbpʰɛːn
กาบหอยแครง,kaːbhɔːjakʰɛːroŋ
กระเบน,krabeːn
แรงจูงใจภายใน,rɛːŋt͡ɕuːŋat͡ɕajpʰaːjnaj
มาลาโบ,maːlaːboː
ประเชิญ,prat͡ɕʰɤj
มะ,maʔ
รัฐ,rat
ลอยตัว,lɔːjtuːa̯
สัปเยก,sapjeːk
จำนวนเฉพาะ,t͡ɕamnownat͡ɕʰeːpʰaːaʔ
วงรี,woŋriː
อัลตราไวโอเลต,ʔantraːwajʔoːleːt
เมาะ,mɔʔ
คับ,kʰab
เบลีซ,beːliːt
กำแพง,kampʰɛːŋ
ฉมวก,t͡ɕʰomwok
บพิตร,bapʰiton
จด,t͡ɕot
กังวาน,kaŋwaːn
ตริโปลี,tripoːliː
ลอยกระทง,lɔːjkratʰoŋ
อนาจาร,ɔːnaːt͡ɕaːn
ทัศน,tʰason
ตะพัง,tapʰaŋ
เลยไป,leːjpaj
ตัวกลม,tuːa̯klom
จูงจมูก,t͡ɕuːŋt͡ɕamuːk
เคาะ,kʰɔʔ
ผ,pʰaʔ
สำลัก,samlak
อาหารทะเล,ʔaːhaːntʰaleː
ขบวนการ,kʰobwanakaːn
ประวิง,prawiŋ
หัวแถว,huːa̯tʰɛːw
ซักถาม,saktʰaːm
จักรวรรดิ,t͡ɕakrawonradiʔ
สสารมืด,sasaːnmɯːt
กบในกะลาครอบ,kobnajkalaːkrɔːb
วงพาด,woŋpʰaːt
อัสตานา,ʔattaːnaː
ทรชน,tʰont͡ɕʰon
การปรับปรุง,kaːnprabpruŋ
อินสตาแกรม,ʔinsataːkɛːrom
งบประมาณ,ŋobpramaːn
จำศีล,t͡ɕamsiːn
โพก,pʰoːk
ซุก,suk
ฟ,faʔ
แมงลัก,mɛːŋlak
สงสาร,soŋsaːn
การมี,kaːnmiː
จำปาดะ,t͡ɕampaːdaʔ
จตุพล,t͡ɕatupʰon
เสือหมอบแมวเซา,sɯːa̯hmɔːbamɛːwseːaː
ตรวน,tonwon
ฝาด,faːt
บรรณานุกรม,bonranaːnukrom
เซาเปาลู,seːaːpeːaːluː
กระทง,kratʰoŋ
กลับหลังหัน,klabhalaŋhan
แมงดา,mɛːŋdaː
คนงาน,kʰonŋaːn
ทีปังกร,tʰiːpaŋkon
ซิมบับเว,simbabaweː
สุเมธ,sumeːt
การปิดหีบ,kaːnpidahiːb
มหาธรรมราชา,mahaːtraromraːt͡ɕʰaː
มกรา,mokraː
ปริวรรต,priwrarot
กระดูกโอบอก,kraduːkʔoːbɔːk
การตกทอด,kaːntakatʰɔːt
ลาวเทิง,laːwtʰɤŋ
ซัด,sat
ทรหด,tʰonhot
จัดไป,t͡ɕatpaj
ภูมิอากาศ,pʰuːmiʔaːkaːt
ถุงพลาสติก,tʰuŋpʰlaːttik
ดิจิทัล,dit͡ɕitʰan
สแกน,sakɛːn
ไฮโดรเจน,hajdoːnt͡ɕeːn
ความสยอง,kʰwaːmsajɔːŋ
อียู,ʔiːjuː
ติรานา,tiraːnaː
โดปามีน,doːpaːmiːn
ซาฮารา,saːhaːraː
นำ,nam
ผ,pʰaʔ
สโลวีเนีย,saloːwiːniːa̯
โมเลกุล,moːleːkun
การปรึกษา,kaːnprɯksaː
โอ,ʔoː
กกุสันธะ,kakusantʰaʔ
มัธยฐาน,matjatʰaːn
กายอานา,kaːjʔaːnaː
โฆษก,kʰoːsok
พยาบาล,pʰajaːbaːn
อัตโนมือ,ʔatnoːmɯːɔː
นิศาบดี,nisaːbdiː
ขลับ,kʰlab
รามัญ,raːmaj
กบ,kob
กอลลัม,kɔːnlam
เซลฟี,seːnfiː
อาชญา,ʔaːtjaː
อนาคต,ɔːnaːkʰot
สังหาร,saŋhaːn
กาญจนบุรี,kaːjt͡ɕanaburiː
สหัสวรรษ,sahatwararot
ทำนาบนหลังคน,tʰamnaːbnahalaŋkʰon
กุลบดี,kunbadiː
บุณฑริก,buntʰrik
สหาย,sahaːj
แถบ,tʰɛːb
สังเวย,saŋweːj
ตอม,tɔːm
งก,ŋok
เตย,teːj
คอม,kʰɔːm
ยา,jaː
ดี,diː
พลอย,pʰlɔːj
สถุล,satʰun
บูรพทิศ,buːnpʰatʰit
รอมฎอน,rɔːmdɔːn
รูหนู,ruːhnuː
แผด,pʰɛːt
พึง,pʰɯŋ
อาน,ʔaːn
คง,kʰoŋ
นาฬิกาทราย,naːlikaːtraːj
ยอด,jɔːt
ถนน,tʰanon
ปอดบวม,pɔːtbawom
การสวด,kaːnsawot
หวาด,hawaːt
อานุภาวะ,ʔaːnupʰaːwaʔ
อาจจะ,ʔaːtt͡ɕaʔ
สามานยนาม,saːmaːnjanaːm
ปฏิญาณ,patijaːn
นางกวัก,naːŋkwak
พรุน,pʰrun
นีติบุคคล,niːtibukkʰon
นักบวช,nakbawot
กฎอัยการศึก,kotʔajakaːnsɯk
เภสัช,pʰeːsat
พัสดุ,pʰatduʔ
หัวไว,huːa̯waj
ดินแดน,dindɛːn
กิเลส,kileːt
อิคิดนา,ʔikʰitnaː
ศิลปะ,sinpaʔ
เยเมน,jeːmeːn
นิติบัญญัติ,nitibajjatiʔ
บำราบ,bamraːb
เบลารุส,beːlaːrut
มหาทาตุ,mahaːtʰaːtuʔ
เทวโลก,tʰeːwloːk
อนิยมสรรพนาม,ɔːnijmasonrapʰanaːm
วัว,wuːa̯
จงอาง,t͡ɕoŋʔaːŋ
ความดำ,kʰwaːmdam
เบลารุส,beːlaːrut
สบตา,sobtaː
ฟูกูอิ,fuːkuːʔiʔ
เทพย,tʰeːpʰoj
การหายใจ,kaːnhaːjat͡ɕaj
สัมปทานการก,sampatʰaːnkaːrok
ฮิปโปโปเตมัส,hippoːpoːteːmat
นักสเกต,naksakeːt
เหาะ,hɔʔ
ความสงบสุข,kʰwaːmsaŋobsuk
สายชู,saːjt͡ɕʰuː
กลาก,klaːk
บุพการี,bupkaːriː
คำคม,kʰamkʰom
ใคร,kʰajraʔ
มัว,muːa̯
ความใจดำ,kʰwaːmt͡ɕajdam
วิงเวียน,wiŋwiːa̯n
พายุหมุน,pʰaːjuhmun
นักสกี,naksakiː
วัลเลตตา,wanleːtataː
