Word,Pronunciation
ทานาคา,tʰaːnaːkʰaː
ดิสโก,ditkoː
การจีบ,kaːnt͡ɕiːb
สัด,sat
เพชร,pʰeːt͡ɕʰon
โยคี,joːkʰiː
ตกฟาก,tokfaːk
กระจาด,krat͡ɕaːt
พรหม,pʰonhom
หวือหวา,hawɯːɔːhwaː
วานิลลา,waːninlaː
ยุคมืด,jukmɯːt
โข,kʰoː
สิงโตทะเล,siŋtoːtʰaleː
เบิก,bɤk
หินทราย,hintʰraːj
กาละเทศะ,kaːlatʰeːsaʔ
การจัด,kaːnt͡ɕat
กุหลาบ,kuhlaːb
อติ,ɔːtiʔ
ยำ,jam
ฉาง,t͡ɕʰaːŋ
อรุณาจัลประเทศ,ɔːrunaːt͡ɕanpratʰeːt
จุดเดือด,t͡ɕutdɯːa̯t
แดด,dɛːt
ยวบ,jawob
สายสะพาย,saːjsapʰaːj
การบุกรุก,kaːnbukruk
ประวัติ,prawatiʔ
หลอนหู,halɔːnhuː
แถลง,tʰɛːloŋ
ควง,kʰwoŋ
แหนบ,hɛːnob
นักมนุษยวิทยา,nakmanutjawitjaː
รัง,raŋ
ประทาน,pratʰaːn
ขวัญ,kʰwaj
ราชินี,raːt͡ɕʰiniː
เฟส,feːt
กรอก,krɔːk
มลพิษ,monpʰit
สัตววิทยา,satwawitjaː
แนวคิด,nɛːwkʰit
บันทายเมียนเจย,bantʰaːjamiːa̯nt͡ɕeːj
กินนร,kinnon
จำวัด,t͡ɕamwat
ใบรับรอง,bajrabrɔːŋ
ริม,rim
พลทหาร,pʰontʰahaːn
ยกบัตร,jokbaton
ตกผลึก,tokpʰlɯk
สายตายาว,saːjtaːjaːw
เครดิต,kʰeːndit
ชน,t͡ɕʰon
ถวายบังคมลา,tʰawaːjbaŋokmalaː
ขวบ,kʰwob
ขีปนาวุธ,kʰiːpnaːwut
ดัชเชส,datt͡ɕʰeːt
มอม,mɔːm
กระได,kradaj
กฐิน,katʰin
หัวควย,huːa̯kwoj
สวมเขา,sowmakʰeːaː
สุมนะ,sumnaʔ
ฐานะ,tʰaːnaʔ
ทหาร,tʰahaːn
ไท,tʰaj
วงกบ,woŋkob
การไป,kaːnpaj
นาฏ,naːt
ระบอบ,rabɔːb
โดฮา,doːhaː
เภสัชกร,pʰeːsatkon
สูติบัตร,suːtibaton
ความกลัว,kʰwaːmkluːa̯
แฉก,t͡ɕʰɛːk
คราว,kʰraːw
ชุดนอน,t͡ɕʰutnɔːn
ลมแรง,lomrɛːŋ
ปัน,pan
ความคม,kʰwaːmkʰom
สาป,saːp
ราว,raːw
กะทันหัน,katʰanhan
กระแต,kratɛː
มะตูม,matuːm
บุคลากร,buklaːkon
เวนคืน,weːnkʰɯːn
สมหวัง,somhawaŋ
เผือ,pʰɯːa̯
โรคจิต,roːkt͡ɕit
พลาสมา,pʰlaːtmaː
โคมไฟ,kʰoːmfaj
ผิดปกติ,pʰitpakatiʔ
คัปปุชชีโน,kʰapput͡ɕʰat͡ɕʰiːnoː
รส,rot
นิทาน,nitʰaːn
กลาโหม,klaːhoːm
ดุจ,dut
จวัก,t͡ɕawak
พวกคุณ,pʰowkakʰun
บรรจุ,bonrat͡ɕuʔ
ผิวปาก,pʰiwpaːk
พะยูน,pʰajuːn
เจือ,t͡ɕɯːa̯
เดือด,dɯːa̯t
เห,heː
คาสิโน,kʰaːsinoː
ยกเลิก,joklɤk
คำนวณ,kʰamnawon
แทนทาลัม,tʰɛːntʰaːlam
เขียง,kʰiːa̯ŋ
ฅน,kʰon
พลาสติก,pʰlaːttik
การคืน,kaːnkʰɯːn
สะดุด,sadut
ถะ,tʰaʔ
แงะ,ŋɛʔ
ญาติ,jaːtiʔ
มีอันจะกิน,miːʔant͡ɕakin
คะราวาษ,kʰaraːwaːt
ความเสียดสี,kʰwaːmsiːa̯dasiː
มกราคม,mokraːkʰom
แกลเลียม,kɛːnliːa̯m
สวนสนาม,sownasanaːm
กังฉิน,kaŋt͡ɕʰin
สุธี,sutʰiː
ใบหู,bajhuː
แซง,sɛːŋ
อิสลาม,ʔitlaːm
ทรัพยากร,tʰrapjaːkon
กระมัง,kramaŋ
ทนายความ,tʰanaːjkʰwaːm
พิการ,pʰikaːn
ฟีจี,fiːt͡ɕiː
แสงแดด,sɛːŋdɛːt
ซิกมา,sikmaː
ลมวน,lomwon
สงัด,saŋat
สันถวไมตรี,santʰawamajtriː
ปกติ,poktiʔ
ชายา,t͡ɕʰaːjaː
พระนครศรีอยุทธยา,pʰrankʰrotriːɔːjuttʰajaː
ใจ,t͡ɕaj
ป,paʔ
ธรรมนูญ,tʰonramanuːj
สลุบ,salub
อวยพร,ɔːwjapʰon
หีนยาน,hiːnjaːn
เศรษฐกิจ,seːnsatʰakit
มวลชน,mowlat͡ɕʰon
หรู,haruː
กระจอกเทศ,krat͡ɕɔːktʰeːt
จิต,t͡ɕit
ครุฑ,kʰrut
พฤษภาคม,pʰrʉsapʰaːkʰom
สะพาน,sapʰaːn
ความยุติธรรม,kʰwaːmjutitrarom
นัย,naj
กุฏิ,kutiʔ
วันพระ,wanpʰraʔ
ปัดถู,pattʰuː
กำปงชนาง,kampoŋt͡ɕʰanaːŋ
เวรัมภวาต,weːrampʰawaːt
กบเหลาดินสอ,kobheːlaːdinsɔː
ตะแบก,tabɛːk
การชยันโต,kaːnt͡ɕʰajantoː
การขอ,kaːnkʰɔː
หาร,haːn
ซูม,suːm
เจล,t͡ɕeːn
บัส,bat
ยิบ,jib
สภานิติบัญญัติ,sapʰaːnitibajjatiʔ
มะลิ,maliʔ
สตรอนเชียม,sotrɔːnat͡ɕʰiːa̯m
ธนบัตร,tʰonbaton
นครรัฐ,nokrarat
มืออาชีพ,mɯːʔɔːaːt͡ɕʰiːp
อำลา,ɔːamlaː
แมน,mɛːn
เลือนลาง,lɯːa̯nlaːŋ
กะโถน,katʰoːn
เอเชียกลาง,ʔeːt͡ɕʰiːa̯klaːŋ
มุสา,musaː
วูบ,wuːb
สายอากาศ,saːjʔaːkaːt
คันธะ,kʰantʰaʔ
สาด,saːt
การผจญภัย,kaːnpʰat͡ɕojpʰaj
จุกนม,t͡ɕuknom
การถีบ,kaːntʰiːb
ความหลัง,kʰwaːmhalaŋ
เตียน,tiːa̯n
อัตตา,ʔattaː
กฤษฎีกา,krʉsadiːkaː
มัสยิด,matjit
ตัวดำ,tuːa̯dam
ประชุมเพลิง,prat͡ɕʰumpʰeːliŋ
ผทม,pʰatʰom
ยอม,jɔːm
วิตามิน,witaːmin
กระดาษ,kradaːt
กันตรึม,kantrɯm
สุโขทัย,sukʰoːtʰaj
อุดม,ʔudom
ศรีราชา,sariːraːt͡ɕʰaː
เบาะ,bɔʔ
ตับแลบ,tablɛːb
สารอาหาร,saːnʔaːhaːn
ทวิ,tʰawiʔ
บิณฑบาต,bintʰabaːt
วานาเดียม,waːnaːdiːa̯m
บรรดา,bonradaː
พิธีกรรม,pʰitʰiːkrarom
บาน,baːn
กรี,kriː
คำแปล,kʰampɛːn
ปิติ,pitiʔ
บัวลอย,buːa̯lɔːj
ปะ,paʔ
ครู,kʰruː
บีตรูต,biːtruːt
สลิป,salip
ตัวแทน,tuːa̯tʰɛːn
โปลิโอ,poːliʔoː
ชันสูตรพลิกศพ,t͡ɕʰansuːtonpʰliksop
ฮาลาล,haːlaːn
ธง,tʰoŋ
โสโครก,soːkʰoːrok
ไฉน,t͡ɕʰajnaʔ
ทำตัว,tʰamtuːa̯
คายัค,kʰaːjak
จำนวน,t͡ɕamnawon
คนเดือนตุลา,kʰondɯːa̯natulaː
ขันทองพยาบาท,kʰantʰɔːŋopjaːbaːt
จารกรรม,t͡ɕaːnkrarom
ปานามา,paːnaːmaː
ไหม,hajmaʔ
วิสามานยนาม,wisaːmaːnjanaːm
กวาง,kwaːŋ
พริชตีนา,pʰrittiːnaː
เงินฝาก,ŋɤnfaːk
จับกุม,t͡ɕabkum
คางคก,kʰaːŋkʰok
ความเหงา,kʰwaːmheːŋaː
เบน,beːn
ถุงนอน,tʰuŋnɔːn
มติมหาโจร,matimhaːt͡ɕoːn
เนยขาว,neːjkʰaːw
อากร,ʔaːkon
บท,bot
ศาสตราคม,saːttraːkʰom
โกนาคมนะ,koːnaːkmanaʔ
มิด,mit
ยม,jom
หูฟัง,huːfaŋ
ระดม,radom
บาดทะยัก,baːttʰajak
เกษียรสมุทร,keːsiːjrasamutʰon
หมายเกาะ,hamaːjkɔʔ
ตะลิงปลิง,taliŋpliŋ
งวง,ŋawoŋ
สีเทียน,siːtʰiːa̯n
สยาม,sajaːm
อัตวินิบาต,ʔatwinibaːt
ราบัต,raːbat
บัคเตรี,bakteːriː
มกุฎ,makut
ดึงดัน,dɯŋdan
ลำลอง,lamlɔːŋ
โซดาไฟ,soːdaːfaj
หมึกกระดอง,hamɯkkradɔːŋ
ผงซักฟอก,pʰoŋsakafɔːk
กฐิน,katʰin
การพรรณนา,kaːnpʰronnanaː
สกล,sakon
มนตรีมุข,montriːmuk
ดล,don
อิสร,ʔison
คำขวัญ,kʰamkʰwaj
อาบูดาบี,ʔaːbuːdaːbiː
เศรษฐยาธิปไตย,seːnsatʰajaːtʰiptaj
นัย,naj
อากาศยาน,ʔaːkaːtjaːn
ปาก,paːk
เทพ,tʰeːp
ใจคอ,t͡ɕajkʰɔː
ดีปลี,diːpliː
จักรพรรดิ,t͡ɕakrapʰonradiʔ
อินซูลิน,ʔinsuːlin
เนติบัณฑิต,neːtibantʰit
ประพาส,prapʰaːt
ฉัน,t͡ɕʰan
มิตร,miton
ขัดเกลา,kʰatkeːlaː
แคะ,kʰɛʔ
ขณะ,kʰanaʔ
เดือย,dɯːa̯j
อเวจี,ɔːweːt͡ɕiː
การนิยาม,kaːnnijaːm
พิฆาต,pʰikʰaːt
โคลอมเบีย,kʰoːlɔːmbiːa̯
เรือเหาะ,rɯːa̯hɔʔ
นางพญา,naːŋpʰajaː
พวน,pʰawon
บัตรเครดิต,batrakʰeːndit
เคนยา,kʰeːnjaː
สุม,sum
อัศว,ʔasow
หงสบาท,hoŋsabaːt
ความสนใจ,kʰwaːmsanat͡ɕaj
อำพราง,ɔːampʰraːŋ
ไอติม,ʔajtim
ภพ,pʰop
ทำ,tʰam
ผณิศวร,pʰanitwon
ไหว,hajwaʔ
กิตติคุณ,kittikʰun
อังวะ,ʔaŋwaʔ
ทแยง,tʰajɛːŋ
คนมีสี,kʰonmiːsiː
ชาย,t͡ɕʰaːj
อาหรับ,ʔaːhrab
ตัว,tuːa̯
อุตราษาฒ,ʔutraːsaːt
ไขมัน,kʰajman
ตฤๅ,trʉː
อนุสัญญา,ɔːnusajjaː
เรือด,rɯːa̯t
จะ,t͡ɕaʔ
สับสน,sabson
อาสน,ʔaːson
เชียง,t͡ɕʰiːa̯ŋ
กลอง,klɔːŋ
แปลก,pɛːlok
โกรกธาร,koːnkatʰaːn
นักกิน,nakkin
วุฒิสมาชิก,wutʰitmaːt͡ɕʰik
ความวิบัติ,kʰwaːmwibatiʔ
ชี,t͡ɕʰiː
ฝอย,fɔːj
ปูติน,puːtin
ตรึม,trɯm
โรงละคร,roːŋlakʰon
ปลายทาง,plaːjtʰaːŋ
แทบ,tʰɛːb
หนูผี,hanuːpʰiː
สลับ,salab
กระพัน,krapʰan
ตอด,tɔːt
งู,ŋuː
กวด,kwot
ฉาน,t͡ɕʰaːn
ปฏิ,patiʔ
นิติธรรม,nititrarom
กม,kom
ประชด,prat͡ɕʰot
ทัพชัย,tʰapt͡ɕʰaj
สงบ,saŋob
คาซัคสถาน,kʰaːsaksatʰaːn
การรับประทาน,kaːnrabopratʰaːn
การสบถ,kaːnsabot
คู,kʰuː
ทัพ,tʰap
มน,mon
ตำหนัก,tamhanak
ธัญ,tʰaj
กะได,kadaj
บาบิโลน,baːbiloːn
งง,ŋoŋ
โปรย,poːroj
บรมราชาธีราช,bonmaraːt͡ɕʰaːtʰiːraːt
นขลิขิต,noklikʰit
ฤษี,rʉsiː
กรุณา,krunaː
บังเหียน,baŋhiːa̯n
รัฐ,rat
ปิดตาย,pittaːj
ไทเป,tʰajpeː
ศ,saʔ
หมอบ,hamɔːb
การรับของโจร,kaːnrabakʰɔːŋt͡ɕoːn
ประนีประนอม,praniːpranɔːm
แหลม,hɛːlom
ทัพไชย,tʰapt͡ɕʰaj
คมนาคม,kʰomnaːkʰom
หนอง,hanɔːŋ
ภาควิชา,pʰaːkwit͡ɕʰaː
เหลว,heːlow
ขุนทอง,kʰuntʰɔːŋ
การปฏิวัติ,kaːnpatiwatiʔ
อคติ,ɔːktiʔ
ชาด,t͡ɕʰaːt
ยาหยี,jaːhjiː
ละติน,latin
โอกาส,ʔoːkaːt
ดินสอสี,dinsɔːsiː
ซัวเถา,suːa̯tʰeːaː
ศฤงคาร,sarʉŋakʰaːn
บัตร,baton
แสวง,sɛːwoŋ
สมณะกระทรวง,somnakratrawoŋ
มายาคติ,maːjaːktiʔ
เกษตร,keːtton
อวย,ɔːwoj
นางสาว,naːŋsaːw
จันอับ,t͡ɕanʔab
หอยทอด,hɔːjtʰɔːt
มังงะ,maŋŋaʔ
สปริง,sopriŋ
กรม,krom
ผจญภัย,pʰotjapʰaj
ฮาม,haːm
ขวัญเอยขวัญมา,kʰwajʔeːjokwajamaː
ระกาศก,rakaːsok
ดนตรี,dontriː
ทรงพระสุบิน,tʰonŋopʰrasubin
กีฬา,kiːlaː
มีชีวิต,miːt͡ɕʰiːwit
โปงลาง,poːŋlaːŋ
เจลาติน,t͡ɕeːlaːtin
อาตมา,ʔaːtmaː
ครอบ,kʰrɔːb
พิกัด,pʰikat
หักเห,hakheː
ออสเตรเลีย,ʔɔːtteːraliːa̯
บุรพภัทรบท,bunpʰapʰatrabot
สโลแกน,saloːkɛːn
กันนฑะ,kannatʰaʔ
ของโจร,kʰɔːŋt͡ɕoːn
นฤมิต,narʉmit
ผัด,pʰat
ผสม,pʰasom
กลึง,klɯŋ
การเสียดสี,kaːnsiːa̯dasiː
พนัน,pʰanan
ประเวณี,praweːniː
โจงกระเบน,t͡ɕoːŋkrabeːn
รุนแรง,runrɛːŋ
บิสมัท,bitmat
หยัก,hajak
ทรอมโบน,tʰrɔːmboːn
บันได,bandaj
ราญ,raːj
ผีดูดเลือด,pʰiːduːtlɯːa̯t
พลเดช,pʰondeːt
เสาะ,sɔʔ
รันทด,rantʰot
สิงคาล,siŋkʰaːn
ธราดล,tʰraːdon
นับถือ,nabtʰɯːɔː
ขีด,kʰiːt
บันเทิง,bantʰɤŋ
หนังสือเสียง,hanaŋsɯːɔːsiːa̯ŋ
ภริยาหลวง,pʰrijaːhlawoŋ
คันถธุระ,kʰantʰatʰuraʔ
พิบัติภัย,pʰibatipʰaj
สมควร,somkʰwon
ภาพประกอบ,pʰaːpprakɔːb
ความหมาย,kʰwaːmhamaːj
ความเถรตรง,kʰwaːmtʰeːrotroŋ
ดวงใจ,dowŋat͡ɕaj
ความจงใจ,kʰwaːmt͡ɕaŋat͡ɕaj
ดีใจ,diːt͡ɕaj
สัตยาบันสาร,satjaːbansaːn
กิโลกรัม,kiloːkram
ตีนกา,tiːnkaː
แคริบเบียน,kʰɛːribbiːa̯n
เสถียร,seːtʰiːjon
หอม,hɔːm
นิติกรรมอำพราง,nitikraramɔːampʰraːŋ
กอปร,kɔːpon
โหลด,hoːlot
ริดรอน,ritrɔːn
คุณ,kʰun
ถอด,tʰɔːt
โจร,t͡ɕoːn
มีเงิน,miːŋɤn
วัวทะเล,wuːa̯tʰaleː
แดน,dɛːn
ธนาคาร,tʰanaːkʰaːn
เจอกัน,t͡ɕɤːkan
ตอบสนอง,tɔːbsanɔːŋ
ประธานาธิบดี,pratʰaːnaːtʰibdiː
แฟบ,fɛːb
กรม,krom
รถถีบ,rottʰiːb
ขมา,kʰamaː
เรือนหอ,rɯːa̯nhɔː
ไพร,pʰajraʔ
ชิม,t͡ɕʰim
ลด,lot
อภิชน,ɔːpʰit͡ɕʰon
ราพณาสูร,raːpnaːsuːn
คหบดี,kʰohbadiː
ลาวสูง,laːwsuːŋ
สงบสุข,soŋbasuk
โอน,ʔoːn
สิงสถิต,siŋsatʰit
รัก,rak
รำไทย,ramtʰaj
หีบเพลงชัก,hiːbpʰeːloŋt͡ɕʰak
วอด,wɔːt
วัด,wat
ตีกลับ,tiːklab
พิหาร,pʰihaːn
ตาล,taːn
ความอึด,kʰwaːmʔɯt
พังพอน,pʰaŋpʰɔːn
สมี,samiː
กัก,kak
หมดไฟ,homdafaj
กุดัง,kudaŋ
โครโมโซม,kʰoːnmoːsoːm
โคก,kʰoːk
อาชญากรสงคราม,ʔaːtjaːkonsaŋokraːm
ไย,jaj
มหัพภาค,mahappʰaːk
บทบัญญัติ,botbajajatiʔ
เณร,neːn
ซอย,sɔːj
เนรมิต,neːnmit
มหาชน,mahaːt͡ɕʰon
ฉาว,t͡ɕʰaːw
รอย,rɔːj
เอกสาร,ʔeːksaːn
โสด,soːt
ชาติชาย,t͡ɕʰaːtit͡ɕʰaːj
สถูป,satʰuːp
มาตรา,maːtraː
สสาร,sasaːn
การโมโห,kaːnmoːhoː
พุง,pʰuŋ
อารยะขัดขืน,ʔaːnjakʰatkʰɯːn
ออตโตมัน,ʔɔːttoːman
อาหาร,ʔaːhaːn
คนผิวดำ,kʰonpʰiwadam
สุข,suk
กลาโหม,klaːhoːm
มาร,maːn
จุมพิต,t͡ɕumpʰit
หิมาจัลประเทศ,himaːt͡ɕanpratʰeːt
ยิง,jiŋ
เนตรนารี,neːtranaːriː
ออกดอก,ʔɔːkdɔːk
กตเวที,kotweːtʰiː
กระเพรา,krapʰeːraː
ระงับ,raŋab
แลนทานัม,lɛːntʰaːnam
ฟอสซิล,fɔːtsin
แลน,lɛːn
ซีเซียม,siːsiːa̯m
ทางหนีไฟ,tʰaːŋhaniːfaj
เครือรัฐ,kʰeːrɯːɔːrat
เบญจกัลยาณี,beːjt͡ɕakanjaːniː
ระฦก,raฦkaʔ
ฦๅ,ฦː
คาเฟอีน,kʰaːfeːʔiːn
ภูมิ,pʰuːmiʔ
ตะเคียน,takʰiːa̯n
รูปคดี,ruːpkʰadiː
มันสมอง,mansamɔːŋ
แฉ,t͡ɕʰɛː
ฮันบก,hanbok
ลาออก,laːʔɔːk
แบบฉบับ,bɛːbt͡ɕʰabab
การเพาะ,kaːnpʰɔʔ
รถเวียน,rotwiːa̯n
อิตเทรียม,ʔittʰeːriːjom
สัมพจนัย,sampʰat͡ɕanaj
มือ,mɯːɔː
อุปสรรค,ʔupsararok
สนธิสัญญา,sontʰisajjaː
หอคอย,hɔːkʰɔːj
เชชเนีย,t͡ɕʰeːtniːa̯
วลี,waliː
วิสาข,wisaːk
โบราณสถาน,boːraːnsatʰaːn
เฮีย,hiːa̯
อัตโนมัติ,ʔatnoːmatiʔ
เงาะ,ŋɔʔ
ตราบ,traːb
สมอพิเภก,samɔːpʰipʰeːk
วันหยุดยาว,wanhajutjaːw
ใบ,baj
ภูมิ,pʰuːmiʔ
เลนิน,leːnin
ถวายบังคม,tʰawaːjbaŋakʰom
รียาด,riːjaːt
กมรเตงอัญ,komrateːŋʔaj
แสด,sɛːt
ลูกหลวง,luːkhalawoŋ
พายุหิมะ,pʰaːjuhimaʔ
สวาปาม,sawaːpaːm
พลเมือง,pʰonmɯːa̯ŋ
วันทยาวุธ,wantʰajaːwut
เพียงออ,pʰiːa̯ŋʔɔː
เฉพาะ,t͡ɕʰeːpʰaːaʔ
บัวโนสไอเรส,buːa̯noːtʔajreːt
เปลวไฟ,peːnwafaj
เบญจศก,beːjt͡ɕasok
โมะ,moʔ
ความชง,kʰwaːmt͡ɕʰoŋ
เทียน,tʰiːa̯n
ปลุก,pluk
เอ,ʔeː
การกรอก,kaːnkrɔːk
สห,soh
ญาติดี,jaːtidiː
หรอก,harɔːk
จันทรคราส,t͡ɕantʰrokraːt
โคโลญ,kʰoːloːj
บรรลัย,bonralaj
เศิก,sɤk
วิหาร,wihaːn
สุนัข,sunak
ขิง,kʰiŋ
อธิบดี,ɔːtʰibdiː
นักเขียน,nakkʰiːa̯n
หัวใจ,huːa̯t͡ɕaj
ผัวะ,pʰua̯ʔ
ความขาว,kʰwaːmkʰaːw
เชเชน,t͡ɕʰeːt͡ɕʰeːn
หัสต,hasot
ขวาก,kʰwaːk
มหาสมุทรแปซิฟิก,mahaːtmutʰonpɛːsifik
ดูถูก,duːtʰuːk
วันวิสาขบูชา,wanwisaːkbuːt͡ɕʰaː
เทป,tʰeːp
ตัวกินมด,tuːa̯kinmot
มณี,maniː
ศรีสะเกษ,sariːsakeːt
นกหัวขวาน,nokhuːa̯kʰwaːn
ระบาย,rabaːj
ยามา,jaːmaː
แทง,tʰɛːŋ
เพรง,pʰeːroŋ
